,text,label
1327,"প্যাকেজিং ভাল ছিল, ডেলিভারিও ৩ দিনের মধ্যে পেয়েছি। মেয়াদ উত্তীর্নের তারিখও ঠিক আছে। প্রোডাক্টিও ভাল, আগে ব্যবহার করেছি। ধন্যবাদ দারাজ ও সেলার কে।",1
1329,nice product.enough expeyer date december 2021.sellar was so good. they gift ponds white beuty cream.I m 100% setisfaid.Thanks sellars Daraz.,1
1330,khub vlo laglo..thx,1
1331,Thanks to the seller for sending authentic product.,1
1332,product was fresh and delivary system was too good,1
1333,"Just wow,,tnx Daraz and selar  k...",1
1334,😍😍,1
1335,Products were fresh. Thanks for the gift. Looking to order more.,1
1336,দাম হিসাবে সবকিছু মিলিয়ে ঠিকঠাক ছিল ধন্যবাদ সজীব বাংলাদেশকে,1
1337,Thanks to Daraz & seller. Received good one!,1
1338,"মান আরও একটু উন্নত করতে হবে
সব মিলিয়ে ভাল",1
1339,"Nice products, thanks Daraz. ",1
1340,good products and services ,1
1341,Product was good 👍👍👍,1
1342,very good.🤗🤗🤗🤗🤗🤗,1
1343,অনেক ভালো প্রোডাক্ট,1
1344,product was good ..,1
1345,অনেক ভালো  ছিল। ,1
1346,Good Product 👍,1
1347,very good deal,1
1349,good stuff,1
1364,The delivery boy's behavior was bad but the product is good.,1
1365,Well service.I love it.Thanks Daraz.Recommended ,1
1366,ভালো প্রোডাক্ট। পরিমান অনুযায়ী দাম অনেক বেশি। ,1
1367,Product is ok and packaging is well.,1
1368,Its a 100% genuine product. Because my father used to bring it from India. Thats why I know. But the price is a little high. It cost me six hundred six tk with shipping. It costs two hundred eighty five rupee in india which is three hundred  twenty eight bangadeshi taka. So the price should be anywhere between four hundred taka. ,1
1371,"wonderful product, got it at a really low price too!",1
1372,Excellent product and supplied as recommended.,1
1373,100% authentic product. Fully satisfied.,1
1374,Everything OK 👌🏻.. Thanks Daraz.. 👍🏻,1
1375,Good product in reasonable price ,1
1376,simply great food with quality.. ,1
1377,Excellent product. Recommended,1
1378,Very good for health ,1
1380,it was delicious,1
1381,মোটামুটি ভালোই। ,1
1382,ttasty and good,1
1383,It tastes good,1
1399,good product.. they gave a HOT WHEELS CAR free with it.. baby is happy with the car..,1
1400,Arrived in good condition and looks to have enough time left till it's expired. Satisfied.,1
1401,"more than happy. They gave a toy car also, which makes my kid even happier. Deserves 5 star",1
1402,packing was really really good.10/10 for the packing and the product is also good.liked the hot wheels.thank u daraz mall for the good product and seller for delivering in such amazing way and packing. hope will always be glad at ur servicer ,1
1403,Good Product 2 Din.  Delevari paici,1
1404,good product.satisfied ,1
1406,"Excellent product with a nice car, but packaging was not so good",1
1407,ভালোমানের প্রোডাক্ট দেবার জন্য ধন্যবাদ সেলার কে ...,1
1408,"really happy with this one, my son loved the cars",1
1409,Fast delivery and perfect packaging! Thanks!,1
1410,Good products..Packaging satisfactory...,1
1411,satisfied with hot wheels car gift.,1
1412,Good product tnxx daraz ,1
1414,Nice Product 💖💖💖,1
1416,😍😍❤❤❤❤thnx daraz,1
1418,awesome...,1
1434,"6 taka delivery on 6th anniversary! 
thanks for good packing
product is as it is",1
1435,"খুব ভাল, অরিজিনাল এবং প্যাকেজিং খুব ভাল ছিল।   ",1
1436,Great item quick delivery thanks,1
1437,খুব ভালো।,1
1440,"Alhamdulillah valo
Nestle products ei first daraz thek niyechi 
valo aber gift 💐 o diyechen
Recommended ",1
1441,ধন্যবাদ দারাজকে এবং সেলারকে সুন্দর প্যকিং আর সময়মত ডেলিভারি দেয়ার জন্য। সময়মত সঠিকভাবে প্রডাক্ট  হাতে পেয়েছি।,1
1442,"original ta peye onk Khushi lagse ,shate dui ta mini packet parachute hair oil free Thank you 🙂",1
1443,kemon apnader product eta? koko crunch er mead ache mtro 1month.,1
1444,প্রোডাক্ট ভালো কিন্তু মেয়াদ মাত্র ১ মাস। প্যাকাজিং বাজে ছিলো। ,1
1445,অরিজিনাল প্রোডাক্ট। ডেলিভারি পেয়েছি দ্রুত। আমি সন্তুষ্ট। ,1
1446,Delivery only in two days.. Thanks seller & Daraz,1
1447,মেঁয়াদ ছিল অনেকদিন। ভাল জিনিস। ,1
1448,Recommended !,1
1450,So nice ,1
1463,excellent.  khub valo ekta product and amar baby ra to khub e happy. etar test r dekhtey onek yammy ,1
1464,fast delivery paisi.. packing o Valo chilo bt date kom chilo already 7 month sesh ...2 mas ase r,1
1465,"Excellent products,  very much satisfied. ",1
1466,onek onek beshi valo,1
1467,Value for money 😇,1
1468,Date Expired!!!,1
1469,ভালোই দিয়েছ,1
1470,goods,1
1475,ভাল ছিলো,1
1476,Yum.🥰,1
1477,Best,1
1480,"যেদিন হাতে পেয়েছি সেদিনই ডেট শেষ। তাড়াহুড়োয় প্যাকেট খোলা হয়ে গেছে, তাই আর রিটার্ন করতে পারলাম না। আপনারা বলেন, বাচ্চাকে কি এটা খেতে দেওয়া যায়?",0
1483,"They taste very good when you eat it with warm milk. Quality of the chocolate is good and its quiet like dark chocolate. Ordered about 5 packs. Recommend you to buy if you have it with milk but other then that it doesn’t taste good, very much dry.",1
1484,very good products,1
1485,Really delicious!!,1
1486,good product and fast delivery,1
1489,প্রোডাক্ট ভালো কিন্তু প্যাকেজিং অনেক খারাপ। প্যাকেট ছেরা ছিলো। ভালো করে প্যাকেট করতে পারেনা নষ্ট প্রোডাক্ট দেয়,0
1490,good produced 🥰🥰💯💯😘,1
1491,love it💋,1
1492,I am very much satisfied with your service and delivery... you are awesome... only one information I would like to share last delivery packaging was little bit weak and one packet ws teared so please keep focus on packaging. Any way keep ot up 👍👍👍,1
1494,"Box was bit squashed, product is as it should be BUT household product delivered after 4 days, whereas others supply overnight, many within 1 hour, so if you want to sell household item delivery needs to be much faster",1
1496,ভাল প্রোডাক্ট। ,1
1498,what's wrong with you? I ordered 2 packed of koko krunch but you delivered only one nd took the price for 2. ,1
1499,Good packing and fast delivery.Original product.,1
1500,very good cornflakes. I like this ,1
1501,"Awesome!Perfect, Very happy... :) ",1
1502,you can finish it in 2 days. ,1
1503,Received in good condition,1
1504,Packaging was not good.,1
1505,product valo chilo,1
1506,গুড প্রোডাক্ট ,1
1507,খুবই ভালো ছিল পণ্যটি। সেটিস্ফাইড। রেকোমেন্ডেড প্রোডাক্ট।  ডেলিভারি বয় এর খুব কষ্ট হয়েছে। তার জন্য দুঃখিত। থ্যাংকস দারাজ,1
1508,👌❤🥰,1
1557,thanks to daraz & seller for right product right time delivery.,1
1558,Awesome.... I'm impressed..!!! Keep it up...👍👍👍,1
1559,"ai product ta ki mayad asa, naki asa akto bolban.",1
1560,"good, seller recommended ",1
1561,Satisfied. Good Product.,1
1562,vi bashi moga na😝,1
1563,good product.. ,1
1564,thanks. good ,1
1588,"Really loved the product. Tastes great and have a good crunch to it. Definitely buy this one rather than other ones. 
Just loved it. Bought about 20 packs of them.",1
1589,"Loved the product. Among the collection I really loved it , tastes great and the spell is rich. Have good crunch. Recommended to get it.",1
1590,good product thanks ,1
1592,অনেক ভালো ❤❤,1
1594,"সেলার ছিড়া/ ফুটা দুধের প্যাকেট বাক্সে ভরে পাঠাই দিয়েছে। 
চরম বাজে  প্যকেজিং ছিল  এবং অনেক দেরিতে ডেলিভারি পেয়েছি। 
এই সেলার থেকে কেউ কিছু কিনবেন না। ",0
1602,"ধন্যবাদ দারাজ ও সেলার কে,  করোনার লকডাউনের মধ্যেও এতো দ্রুত ডেলিভারি দেওয়ার জন্য। ডেট প্রবলেম,  মাত্র ২৪ দিন বাকী আছে। ",1
1604,"ak flavour diyechi.diyechen onno ta 
atai valo lage ni",1
1605,My everyday breakfast. Love it like anything ,1
1606,পন্য ঠিক আছে আলহামদুলিল্লাহ,1
1607,Packaging was very poor. ,1
1608,well packed. thanks,1
1610,Best 👍👍👍,1
1611,Good 😌 ,1
1625,"tnx a lot daraz❣️
good product 
by Muinuddin Gaus!",1
1629,"সেলার ছিড়া/ ফুটা প্যাকেট বাক্সে ভরে পাঠাই দিয়েছে। চরম বাজে  প্যকেজিং ছিল  এবং অনেক দেরিতে ডেলিভারি পেয়েছি। 
এই সেলার থেকে কেউ কিছু কিনবেন না। ",0
1632,"Original product. Delivery takes only 2 days to Rajshahi,that's surprised me. Satisfied with the service.",1
1635,good except pusti others are ok.,1
1636,"Delivered within 4 days. Original product with less cost,great value !!",1
1637,Overall not bad,1
1638,second time ordered. Got the actual product as usual. Shipping was also fast.,1
1639,bought with lowest price possible with discounted voucher. thanks daraz,1
1641,"Was not sure whether the delivery will be made amidst the lockdown; however got it around 6 days before the expected date. Overall, good service and a satisfied customer. ",1
1642,"Superfast delivery
tobe meyad arektu beshi pele valo hoto",1
1643,Two items of Quaker Oats not yet received. Please refund the money .,1
1644,very good. bkash ক্যাশ ব্যাক সহ টোটালি স্যাটিসফাইড৷ ,1
1645,খুব ভালো তবে ৫০ থেকে ৩০টাকা ডিসকাউন্ট করলে ভালো হয়,1
1646,Good packaging and smooth delivery.....,1
1647,"৫১০ টাকায় ভাল ডিল,
মেয়াদ ছিল মুটামুটি ",1
1648,"I was totally in shock when I get the product I got this product in reasonable price then any other grocery shop and its epired date is also okay 
     Happy with the product 🥰",1
1649,good product 👍,1
1650,Satisfied with the product ❤,1
1653,Fast delivery and good product ,1
1654,Good :),1
1656,Its really good enough...u delivered this so quickly though this tough time that is appreciable service ,1
1677,"Original imported products, nicely packed by the seller. It has long expiry date also.Got Cheaper then market by Credit card discount offer. Got Tin container instead of plastic one but I like it.",1
1678,"ফ্রী জার দেওয়ার কথা ছিল,,কিন্তু দেওয়া হয় নাই",1
1679,"কথা ছিল সাথে ১টা কনটেইনার ফ্রী পাবো, কিন্তু আমাকে দেয় নি। আমার কনটেইনার চাই। ",1
1680,Very Nice Packing And Quality gift,1
1681,fast delivery. quality product. less price than market. with free gift item. recommended to buy.,1
1682,"bought 8 pcs together, original nestle product, good packajing, more then 7 months expiry left",1
1683,well packaging and good product. thanks daraz.,1
1684,100% Satisfied. Good Product.,1
1685,"product is good 
but
plastic er bodole tiner container dise",1
1686,anek sundhor 1ta podhak,1
1687,got nice tin container ! packaging was good. ,1
1688,এই জার টাও খুব ভালো হয়েছে। ধন্যবাদ,1
1689,nice product for my baby.,1
1690,good buy. excellent pot.,1
1691,সন্তোষজনক,1
1692,"This is 1st time I received it from DARAZ,coz it's not available outside Dhaka. Hope ull keep this opportunity for us... Jar also nice...",1
1693,Very nice product and got 2 tin jar free. Very happy with the service . Thanks to Daraz Team! ,1
1694,Super fastest delivery... got this in one day..packaging was very good. thanks. I'm satisfied ,1
1695,পিকচার দেওয়া আছে প্লাস্টিকের কন্টিনার আর আমাকে দিয়েছেন টিনের চেপ্টা কন্টিনাড় যা পুরাই ফালতু,1
1696,with free container iam very happy and packeging and product was fully good,1
1697,2ta pac order korlam free tingulo ki apner wife er janno basay niea gesen?,1
1699,"good product and sathe container free paici 
good quality
tnx u daraz",1
1700,"packaging khub vlo chilo, free item tao paichi, overall  best",1
1701,I am really very happy with the product and delivery 😌,1
1702,স্টিল the free container  not given.  What should I do now. 2nd time happen to me,0
1703,very poor packaging. tin jar damaged. choco chips also damaged badly.,0
1704,প্যাকেট এর সাথে কোন বক্স দেয়নি,0
1705,খুবই দুঃখজনক গিফটা সাথে ছিলনা,0
1706,Koko krungh provide without jar,0
1707,"সেলার একজন মুনাফিক । সাথে ফ্রী কন্টেইনার ছিলো , কিন্তু কন্টেইনার পাঠাইনি। আশা করি দারাজ এ গুলো সেলার দের বিরুদ্ধে ব্যবস্হা নিবে",0
1708,I didn't get the container. The delivery man delivered only the packet to the security guard! Send the container asap!,0
1709,"ফ্রি কনটেইনার টা আমাকে দেওয়া হয় নাই, আর কখনো এই প্রডাক্ট অর্ডার করবনা",0
1710,Didn’t send the plastic container as shown on product picture.,0
1711,"received without container, batpari.",0
1718,Original & Cheap price market er tulonay.,1
1719,Thank you brother. But I have got the outer cover opened. I am embarrassed. The inner product or packets are okay. We expect more care from Daraz.,1
1720,খুব ভালো মজাদার ও পুষ্টিকর সাথে ১০% ডিস্কাউন অসাধারণ ধন্যবাদ।,1
1721,Good product. Excellent packing. Product date Nov 19 and Expired date Nov 20. Thanks seller.,1
1722,product quality is good & packaging system is perfect.,1
1723,"nothing to say, thank daraz like every time.
delivery was  quick",1
1724,Has adequate shelf life. satisfied with the quick delivery.,1
1725,আলহামদুলিল্লাহ ২ দিনের  মধ্যে প্রোডাক্ট পেয়েছি। প্রডাক্টের মেয়াদও অনেক দিন বাকি আছে। নতুন প্রোডাক্ট।  দামেও অনেক কম। মাত্র ২১০ টাকা। প্রোডাক্টে কোন সমস্যা ছিল না। সবকিছুই পারফেক্ট। জাযাকাল্লাহ ,1
1726,same as picture... ,1
1727,"চো(র  সা(লা)রা ব্যবসা করি.স নাকি চু.রি ক.রিশ??  দেখে সুনে ইদুর এ কাটা মাল দি.স, ভিক্ষা কর,তে পা্রিশ না তো্রা্ মানুশ কে ঠ্কাস?? কেউ এই দারাজ থেকে মাল নিবেন না সা্লা্রা জোত্চোর,, আমাকে সেই ৪০ কিমি দূরে গিয়ে এটা বেক দিয়ে আসতে হবে এই গারি ভারা গুলা কে দিবে??  কেউ এই সেলার এর কাছ থেকে ওডার দিবেন না প্লিজ ঠকবেন সাবধান!  ",1
1728,The best product compared among Kellogg's and Saffola. It has a creamy taste and cooking time is considerably shorter. ,1
1729,"Original product.
Good product.
tasty item.
amazing thing is Home delivery is so fast that I had ordered on 9p.m night and got it next day morning !! 
Superb service 👌",1
1730,"yeah,this product is really good...as per display picture.I am satisfied with this product..And the taste is really awesome.",1
1731,"products 100% genuine... 
Quaker oats chara onno gula ekdom valo lagena 😘

delivery onek late krce 4 tarikh order die 12 tarikh peyechi, long time... daraz er paperfly k avoid kra ucit",1
1732,"দাম টা এরকম ই রাখলে ইনশাআল্লাহ আমি প্রতি মাসেই নিবো আমার বাবার জন্য।
আসলেই এটা ভালো।। ",1
1733,vlo products...ajk sesh hoice ABR order krlam insha'Allah original product pabo,1
1734,"quality is fine as always 
newly manufactured 
it took 3 days to Chattogram ",1
1735,"100% Authentic ar price o market price theke onek kom, thnx a lot Daraz 😊",1
1736,পন্য অনেক ভালো।সেলারকে অসংখ্য ধন্যবাদ। তবে পেকেটিংটা আরো ভালো হওয়া উচিত।,1
1737,মেয়াদ যথেষ্ট পরিমাণে ছিল ধন্যবাদ এরকম একটা প্রোডাক্ট দেওয়ার জন্য,1
1738,thanks to Daraz and seller for orginal product at law price......,1
1739,Good quality product. Delivery period is reasonable. ,1
1740,এত দ্রুত!!!  কেমনে ভাই!!!  ধন্যবাদ  Daraz & bd- dex,1
1741,Good packaging and expiry date is long enough,1
1742,All time favorite.... thanks daraz...,1
1768,"Get the product with 24 hours, because of the gift at the same price I order this item. The product is good as always. Each product has enough expired dates. With bKash 10% cashback, it is worth it.",1
1769,Thanks for the food which brought a priceless smile on my deaf child. It's genuinely good with reasonable price and packed in a protected way to fight against the dangers coming by. ,1
1770,original product. I am delightful about product quality,1
1771,"100 a 100 
Jamon order kor c same Pai c ",1
1772,"অরিজিনাল, সাথে নুডলস ফি্",1
1773,আমি সব সময় দোকান থেকেই এই প্রডাক্টটি কিনতাম 340 টাকায় কিন্তু দারাজ থেকে কিনে ১০% পার্সেন্ট ক্যাশব্যাক যেমন পেয়েছি সাথে ম্যাগী নুডুলস পেয়েছি সত্যিই অবাক কান্ড। আমার অনেক টাকা সেভ হয়েছে ধন্যবাদ দারাজকে। বিকাশ পেমেন্ট ক্যাশ ব্যাক অফার টা আবার চালু করা হোক ধন্যবাদ।,1
1774,"SUPER FAST delivery, Safe packaging, perfect receive. Just say awesome.❤️ ",1
1775,Awesome. Product were ok with free Maggie noodles. Thanks to Daraz again,1
1776,Inside aluminium packet was torn. but product was okay. i am satisfied! ,1
1777,Good product. Test korlam amar baby o test korlo amar sathe ,1
1778,"Both are well packed, with long date and best quality.",1
1779,"এই প্যাকের সাথে নুডলস ফ্রি, বাট আমি নুডলস পাইনি কেন?",1
1780,Product was ok. Original from company. Thanks Daraz,1
1781,অনেক ভালো সাথে ফ্রি উপহার। মেয়াদ ও আছে  ঠিক মত। ,1
1782,Good quality product. Thanks Nestle & Daraz.,1
1783,Well packaged... delivered within 48 hours..,1
1784,"এখনো খেয়ে দেখিনি,,, তাই রিভিউ দিতে পারছি না",1
1785,দারাজ মানে বেস্ট প্রডাক্ট বেস্ট রেট এ,1
1786,"Good quality product, Thankz",1
1787,আমি পন্যটি পেয়েছি খুব ভালো। ,1
1789,product quality was good,1
1790,Just receive perfectly.,1
1791,free noodles  পেলাম না!,1
1792,Very much satisfactory,1
1810,Item well packed. Delivered very quickly. Highlyrecommended seller. Will definitely buy again.,1
1811,the free box was not in good shape. otherwise good product,1
1813,সব কিছু ভালো ছিলো,1
1815,Original product. Thanks daraz warehouse.,1
1816,Good Product. has adequate warranty period left. Got the free pouch as well,1
1818,got the original product &thnx to daraz for fast delivery.keep it up.,1
1819,bought it for really low price. goit the free container too,1
1820,So much yummy and quality is so much good I like it.,1
1821,Hum khub valo,1
1822,Delivered as promised.,1
1823,well packed. ,1
1824,Wellpacked. ,1
1825,product quality is good enough but delivery time ! too slow i got the product after almost 15days ,1
1827,প্রোডাক্ট যেদিন ডেলিভারি দেয়ার কথা ওইদিনই পেয়েছি। সব 100% কাজ করছে। ধন্যবাদ সুন্দর ভাবে সব করে দেয়ার জন্য। ,1
1828,"Original n the free Jars are so good.. long date 
Tnx Daraz
Oosahdharon
Khub vlo awesome
Fatafati.. Uff.. Umaa",1
1829,"In local shop it is priced BDT 265. But in Daraz, i got it for only BDT 220. Ordered in night and the delivery was in next day before afternoon. Packing was nice. Product production date is OK. Great product. Love for Quaker & Daraz Express Service.  ",1
1830,Excellent Product and delivery period is reasonable. ,1
1831,Good product well packaged & fast delivery,1
1832,SATISFIED WITH THE PACKAGING & DELIVERY.,1
1833,গুড সার্ভিস।কৌটাটি অনেক সুন্দর হয়েছে।,1
1844,Product and Packaging both are great.l am satisfied.👍,1
1845,অনেক ভাল জিনিস। মুচমুচে।নিতেপারেন। ঝিনাইদহ  থেকে।,1
1847,Khub e dorkar chilo product tar. Sob kichu thikthak. Jodio coronar jonno delivery derite holo. But er majheo office khule delivery r jonno Many thanks to Daraz. ,1
1848," Khub valo vabe, taratari peyesi.Thanks daraj",1
1849,Good product and good seller.,1
1850,nothing to say about nesle,1
1851,onek testy.,1
1852,পন্য ভালো। প্যাকেট গায়ে মূল্য 360 টাকা কিন্তু দারাজ মূল্য নিয়েছে 372 টাকা। এটা অনৈতিক ,1
1855,💜,1
1886,Original intact product from Kellogs...Strawberry flavour is very good to taste. Expiry date is enough until April 2021 and got cheaper then market with Daraz voucher and credit card discount,1
1887,strawberry flavour. taste ta aktu different.,1
1888,got it😍,1
1889,Very tasty! Going to buy it again.,1
1890,"you can buy, good product",1
1892,Thx Daraz ,1
1909,সেলার খুব ভালো। ম্যাথ পর্যাপ্ত ছিল। কন্টেনের ফ্রী দিয়েছে। সবাই নিতে পারেন। ,1
1910,সুন্দর প্যাকেজিং।ধন্যবাদ সেলার কে ভালো কিছু দেবার জন্য,1
1911,"Alhumdulillah, everything was quite good. Thanks Daraz Team & also the seller",1
1912,। প্রোডাক্ট কোয়ালিটি খুবই ভাল,1
1913,i don't fined  any container inside the box,1
1914,Didn't get the free container this is annoying ,0
1915,প্রোডাক্ট কোয়ালিটি খুবই ভাল,1
1916,"প্যাকিং করাটা খুব খারাপ ছিল।  আর ফ্রী টিনের কন্টিনার নেই। ওইটা সম্ভবত সেলার চুরি করে রেখে দিয়েছে। এতো বড় মাপের একটা নেসলে কম্পানি সেখানেও দালালি, আরে ভাই আপনারা ফ্রী জিনিস দিবেন না, বেশ ভাল কথা, তাহলে এড দিয়ে রাখছেন কেন? সেলার ভাইয়ের উদ্দেশ্য বলছি যদি ভদ্রলোক হয়ে থাকেন, তাহলে আমার ফ্রী কন্টিনার টা পাঠিয়ে দিবেন। ভবিষ্যতে আর এরকম ভুল করবেন না। আর বাকবাকি সবকিছু ঠিকঠাক আছে।",1
1917,"সবকিছু ঠিকঠাক ছিল
ডেলেভারী যথাসময়ে পেয়েছি
ধন্যবাদ দারাজকে।",1
1918,No doubt about product quality. It's Amazing. ,1
1920,free container deyn nai.....packaging  ekdom faltu...,0
1921,free jar not given. please send the fee jar.,0
1922,Didn't get the free container! Cheater!!,0
1935,Good  products ,1
1936,"tnx a lot daraz❣️
good product 
by Muinuddin Gaus!tnx a lot daraz❣️
good product 
by Muinuddin Gaus!",1
1940,"packaging was too bad
not recommended ",0
1963,date over product deya hoiche. so nothing to say?,1
1964,"the product was so great and the delivery was fast.
so,i am so happy. thanks daraz",1
