,text,label
53,"দারাজ থেকে পণ্য কিনলে রিফিউ দেওয়া টা দায়িত্ব মনে করি।
  প্রথমে আসি পণ্যের কথায়।
১) এটা নিয়ে বলার কিছু নেই,১০/১০
সহজ কথায় খুব ভালো।
সেলার ও খুব ভালো, তবে চ্যাট রিসপণ্ড কম।
আমার একটাই অভিযোগ দারাজের বিরুদ্ধে সেটা তাদের হোম ডেলিভারি নীতি।
ন্যুনতম দূরুত্ব যেখান থেকে আমার পণ্য সংগ্রহ করতে যেতে হয় ১২০ টাকা আপ ডাউন খরচ হয়।
তাই তাদের ডেলিভারি পয়েন্ট আরো বাড়ানো উচিত।",1
54,"Very good product .

Thanks Daraz & also thanks Sajeeb Company for this kind of offer .",1
55,Products quality nd Packaging were really good.....Best Seller👍,1
56,3rd time purchase....Good product with reasonable price.👍👍👍,1
57,it was worth the price.....thnx to the seller😍😍😍😍,1
58,buy one get one.. worth deal.. no doubt best deal,1
59,vary good produced ami aro 3ta oder koreci,1
60,"have got the product safe and sound, delivery was within 3 days, packeging was perfect,there was a gift in it!! heartily thanks to the seller and daraz 😃",1
61,Recommended 😍🔥 ,1
62,"Got at much less price via daraz directly from KELLOG’S . 
Plus could be sure that it’s genuine.
Plus very fast delivery— on very next day of the order placement!",1
63,"Khuve khuve valo, quality nea kono sondeho nai, valo quality",1
64,good condition and got a discount so was happy.,1
65,valo chilo apnira nita chaile nita paren..,1
66,Fresh and good  product . I am satisfy. ,1
67,onek crunchy onek tasty o khub valo ,1
68,100% authentic product. Recommended❤,1
69,"Khub valo,meyad o onek din ase 😊",1
70,good and original one. Thanks,1
71,Oneal Valo akdom moner moto ,1
72,"Original and good product,,,",1
73,"valo product,,,",1
74,Very  good ,1
75,loved it,1
76,"প্যাকেজিং ভাল ছিল, ডেলিভারিও ৩ দিনের মধ্যে পেয়েছি। মেয়াদ উত্তীর্নের তারিখও ঠিক আছে। প্রোডাক্টিও ভাল, আগে ব্যবহার করেছি। ধন্যবাদ দারাজ ও সেলার কে।",1
77,nice product.enough expeyer date december 2021.sellar was so good. they gift ponds white beuty cream.I m 100% setisfaid.Thanks sellars Daraz.,1
78,khub vlo laglo..thx,1
79,Thanks to the seller for sending authentic product.,1
80,product was fresh and delivary system was too good,1
81,"Just wow,,tnx Daraz and selar  k...",1
82,😍😍,1
83,Products were fresh. Thanks for the gift. Looking to order more.,1
84,দাম হিসাবে সবকিছু মিলিয়ে ঠিকঠাক ছিল ধন্যবাদ সজীব বাংলাদেশকে,1
85,Thanks to Daraz & seller. Received good one!,1
86,"মান আরও একটু উন্নত করতে হবে
সব মিলিয়ে ভাল",1
87,"Nice products, thanks Daraz. ",1
88,good products and services ,1
89,Product was good 👍👍👍,1
90,very good.🤗🤗🤗🤗🤗🤗,1
91,অনেক ভালো প্রোডাক্ট,1
92,product was good ..,1
93,অনেক ভালো  ছিল। ,1
94,Good Product 👍,1
95,very good deal,1
96,good stuff,1
97,The delivery boy's behavior was bad but the product is good.,1
98,Well service.I love it.Thanks Daraz.Recommended ,1
99,ভালো প্রোডাক্ট। পরিমান অনুযায়ী দাম অনেক বেশি। ,1
100,Product is ok and packaging is well.,1
101,Its a 100% genuine product. Because my father used to bring it from India. Thats why I know. But the price is a little high. It cost me six hundred six tk with shipping. It costs two hundred eighty five rupee in india which is three hundred  twenty eight bangadeshi taka. So the price should be anywhere between four hundred taka. ,1
102,"wonderful product, got it at a really low price too!",1
103,Excellent product and supplied as recommended.,1
104,100% authentic product. Fully satisfied.,1
105,Everything OK 👌🏻.. Thanks Daraz.. 👍🏻,1
106,Good product in reasonable price ,1
107,simply great food with quality.. ,1
108,Excellent product. Recommended,1
109,Very good for health ,1
110,it was delicious,1
111,মোটামুটি ভালোই। ,1
112,ttasty and good,1
113,It tastes good,1
114,good product.. they gave a HOT WHEELS CAR free with it.. baby is happy with the car..,1
115,Arrived in good condition and looks to have enough time left till it's expired. Satisfied.,1
116,"more than happy. They gave a toy car also, which makes my kid even happier. Deserves 5 star",1
117,packing was really really good.10/10 for the packing and the product is also good.liked the hot wheels.thank u daraz mall for the good product and seller for delivering in such amazing way and packing. hope will always be glad at ur servicer ,1
118,Good Product 2 Din.  Delevari paici,1
119,good product.satisfied ,1
120,"Excellent product with a nice car, but packaging was not so good",1
121,ভালোমানের প্রোডাক্ট দেবার জন্য ধন্যবাদ সেলার কে ...,1
122,"really happy with this one, my son loved the cars",1
123,Fast delivery and perfect packaging! Thanks!,1
124,Good products..Packaging satisfactory...,1
125,satisfied with hot wheels car gift.,1
126,Good product tnxx daraz ,1
127,Nice Product 💖💖💖,1
128,😍😍❤❤❤❤thnx daraz,1
129,awesome...,1
130,"6 taka delivery on 6th anniversary! 
thanks for good packing
product is as it is",1
131,"খুব ভাল, অরিজিনাল এবং প্যাকেজিং খুব ভাল ছিল।   ",1
132,Great item quick delivery thanks,1
133,খুব ভালো।,1
134,"Alhamdulillah valo
Nestle products ei first daraz thek niyechi 
valo aber gift 💐 o diyechen
Recommended ",1
135,ধন্যবাদ দারাজকে এবং সেলারকে সুন্দর প্যকিং আর সময়মত ডেলিভারি দেয়ার জন্য। সময়মত সঠিকভাবে প্রডাক্ট  হাতে পেয়েছি।,1
136,"original ta peye onk Khushi lagse ,shate dui ta mini packet parachute hair oil free Thank you 🙂",1
137,kemon apnader product eta? koko crunch er mead ache mtro 1month.,1
138,প্রোডাক্ট ভালো কিন্তু মেয়াদ মাত্র ১ মাস। প্যাকাজিং বাজে ছিলো। ,1
139,অরিজিনাল প্রোডাক্ট। ডেলিভারি পেয়েছি দ্রুত। আমি সন্তুষ্ট। ,1
140,Delivery only in two days.. Thanks seller & Daraz,1
141,মেঁয়াদ ছিল অনেকদিন। ভাল জিনিস। ,1
142,Recommended !,1
143,So nice ,1
144,excellent.  khub valo ekta product and amar baby ra to khub e happy. etar test r dekhtey onek yammy ,1
145,fast delivery paisi.. packing o Valo chilo bt date kom chilo already 7 month sesh ...2 mas ase r,1
146,"Excellent products,  very much satisfied. ",1
147,onek onek beshi valo,1
148,Value for money 😇,1
149,Date Expired!!!,1
150,ভালোই দিয়েছ,1
151,goods,1
152,ভাল ছিলো,1
153,Yum.🥰,1
154,Best,1
155,"যেদিন হাতে পেয়েছি সেদিনই ডেট শেষ। তাড়াহুড়োয় প্যাকেট খোলা হয়ে গেছে, তাই আর রিটার্ন করতে পারলাম না। আপনারা বলেন, বাচ্চাকে কি এটা খেতে দেওয়া যায়?",0
156,"They taste very good when you eat it with warm milk. Quality of the chocolate is good and its quiet like dark chocolate. Ordered about 5 packs. Recommend you to buy if you have it with milk but other then that it doesn’t taste good, very much dry.",1
157,very good products,1
158,Really delicious!!,1
159,good product and fast delivery,1
160,প্রোডাক্ট ভালো কিন্তু প্যাকেজিং অনেক খারাপ। প্যাকেট ছেরা ছিলো। ভালো করে প্যাকেট করতে পারেনা নষ্ট প্রোডাক্ট দেয়,0
161,good produced 🥰🥰💯💯😘,1
162,love it💋,1
163,I am very much satisfied with your service and delivery... you are awesome... only one information I would like to share last delivery packaging was little bit weak and one packet ws teared so please keep focus on packaging. Any way keep ot up 👍👍👍,1
164,"Box was bit squashed, product is as it should be BUT household product delivered after 4 days, whereas others supply overnight, many within 1 hour, so if you want to sell household item delivery needs to be much faster",1
165,ভাল প্রোডাক্ট। ,1
166,what's wrong with you? I ordered 2 packed of koko krunch but you delivered only one nd took the price for 2. ,1
167,Good packing and fast delivery.Original product.,1
168,very good cornflakes. I like this ,1
169,"Awesome!Perfect, Very happy... :) ",1
170,you can finish it in 2 days. ,1
171,Received in good condition,1
172,Packaging was not good.,1
173,product valo chilo,1
174,গুড প্রোডাক্ট ,1
175,খুবই ভালো ছিল পণ্যটি। সেটিস্ফাইড। রেকোমেন্ডেড প্রোডাক্ট।  ডেলিভারি বয় এর খুব কষ্ট হয়েছে। তার জন্য দুঃখিত। থ্যাংকস দারাজ,1
176,👌❤🥰,1
177,thanks to daraz & seller for right product right time delivery.,1
178,Awesome.... I'm impressed..!!! Keep it up...👍👍👍,1
179,"ai product ta ki mayad asa, naki asa akto bolban.",1
180,"good, seller recommended ",1
181,Satisfied. Good Product.,1
182,vi bashi moga na😝,1
183,good product.. ,1
184,thanks. good ,1
185,"Really loved the product. Tastes great and have a good crunch to it. Definitely buy this one rather than other ones. 
Just loved it. Bought about 20 packs of them.",1
186,"Loved the product. Among the collection I really loved it , tastes great and the spell is rich. Have good crunch. Recommended to get it.",1
187,good product thanks ,1
188,অনেক ভালো ❤❤,1
189,"সেলার ছিড়া/ ফুটা দুধের প্যাকেট বাক্সে ভরে পাঠাই দিয়েছে। 
চরম বাজে  প্যকেজিং ছিল  এবং অনেক দেরিতে ডেলিভারি পেয়েছি। 
এই সেলার থেকে কেউ কিছু কিনবেন না। ",0
190,"ধন্যবাদ দারাজ ও সেলার কে,  করোনার লকডাউনের মধ্যেও এতো দ্রুত ডেলিভারি দেওয়ার জন্য। ডেট প্রবলেম,  মাত্র ২৪ দিন বাকী আছে। ",1
191,"ak flavour diyechi.diyechen onno ta 
atai valo lage ni",1
192,My everyday breakfast. Love it like anything ,1
193,পন্য ঠিক আছে আলহামদুলিল্লাহ,1
194,Packaging was very poor. ,1
195,well packed. thanks,1
196,Best 👍👍👍,1
197,Good 😌 ,1
198,"tnx a lot daraz❣️
good product 
by Muinuddin Gaus!",1
199,"সেলার ছিড়া/ ফুটা প্যাকেট বাক্সে ভরে পাঠাই দিয়েছে। চরম বাজে  প্যকেজিং ছিল  এবং অনেক দেরিতে ডেলিভারি পেয়েছি। 
এই সেলার থেকে কেউ কিছু কিনবেন না। ",0
200,"Original product. Delivery takes only 2 days to Rajshahi,that's surprised me. Satisfied with the service.",1
201,good except pusti others are ok.,1
202,"Delivered within 4 days. Original product with less cost,great value !!",1
203,Overall not bad,1
204,second time ordered. Got the actual product as usual. Shipping was also fast.,1
205,bought with lowest price possible with discounted voucher. thanks daraz,1
206,"Was not sure whether the delivery will be made amidst the lockdown; however got it around 6 days before the expected date. Overall, good service and a satisfied customer. ",1
207,"Superfast delivery
tobe meyad arektu beshi pele valo hoto",1
208,Two items of Quaker Oats not yet received. Please refund the money .,1
209,very good. bkash ক্যাশ ব্যাক সহ টোটালি স্যাটিসফাইড৷ ,1
210,খুব ভালো তবে ৫০ থেকে ৩০টাকা ডিসকাউন্ট করলে ভালো হয়,1
211,Good packaging and smooth delivery.....,1
212,"৫১০ টাকায় ভাল ডিল,
মেয়াদ ছিল মুটামুটি ",1
213,"I was totally in shock when I get the product I got this product in reasonable price then any other grocery shop and its epired date is also okay 
     Happy with the product 🥰",1
214,good product 👍,1
215,Satisfied with the product ❤,1
216,Fast delivery and good product ,1
217,Good :),1
218,Its really good enough...u delivered this so quickly though this tough time that is appreciable service ,1
219,"Original imported products, nicely packed by the seller. It has long expiry date also.Got Cheaper then market by Credit card discount offer. Got Tin container instead of plastic one but I like it.",1
220,"ফ্রী জার দেওয়ার কথা ছিল,,কিন্তু দেওয়া হয় নাই",1
221,"কথা ছিল সাথে ১টা কনটেইনার ফ্রী পাবো, কিন্তু আমাকে দেয় নি। আমার কনটেইনার চাই। ",1
222,Very Nice Packing And Quality gift,1
223,fast delivery. quality product. less price than market. with free gift item. recommended to buy.,1
224,"bought 8 pcs together, original nestle product, good packajing, more then 7 months expiry left",1
225,well packaging and good product. thanks daraz.,1
226,100% Satisfied. Good Product.,1
227,"product is good 
but
plastic er bodole tiner container dise",1
228,anek sundhor 1ta podhak,1
229,got nice tin container ! packaging was good. ,1
230,এই জার টাও খুব ভালো হয়েছে। ধন্যবাদ,1
231,nice product for my baby.,1
232,good buy. excellent pot.,1
233,সন্তোষজনক,1
234,"This is 1st time I received it from DARAZ,coz it's not available outside Dhaka. Hope ull keep this opportunity for us... Jar also nice...",1
235,Very nice product and got 2 tin jar free. Very happy with the service . Thanks to Daraz Team! ,1
236,Super fastest delivery... got this in one day..packaging was very good. thanks. I'm satisfied ,1
237,পিকচার দেওয়া আছে প্লাস্টিকের কন্টিনার আর আমাকে দিয়েছেন টিনের চেপ্টা কন্টিনাড় যা পুরাই ফালতু,1
238,with free container iam very happy and packeging and product was fully good,1
239,2ta pac order korlam free tingulo ki apner wife er janno basay niea gesen?,1
240,"good product and sathe container free paici 
good quality
tnx u daraz",1
241,"packaging khub vlo chilo, free item tao paichi, overall  best",1
242,I am really very happy with the product and delivery 😌,1
243,স্টিল the free container  not given.  What should I do now. 2nd time happen to me,0
244,very poor packaging. tin jar damaged. choco chips also damaged badly.,0
245,প্যাকেট এর সাথে কোন বক্স দেয়নি,0
246,খুবই দুঃখজনক গিফটা সাথে ছিলনা,0
247,Koko krungh provide without jar,0
248,"সেলার একজন মুনাফিক । সাথে ফ্রী কন্টেইনার ছিলো , কিন্তু কন্টেইনার পাঠাইনি। আশা করি দারাজ এ গুলো সেলার দের বিরুদ্ধে ব্যবস্হা নিবে",0
249,I didn't get the container. The delivery man delivered only the packet to the security guard! Send the container asap!,0
250,"ফ্রি কনটেইনার টা আমাকে দেওয়া হয় নাই, আর কখনো এই প্রডাক্ট অর্ডার করবনা",0
251,Didn’t send the plastic container as shown on product picture.,0
252,"received without container, batpari.",0
253,Original & Cheap price market er tulonay.,1
254,Thank you brother. But I have got the outer cover opened. I am embarrassed. The inner product or packets are okay. We expect more care from Daraz.,1
255,খুব ভালো মজাদার ও পুষ্টিকর সাথে ১০% ডিস্কাউন অসাধারণ ধন্যবাদ।,1
256,Good product. Excellent packing. Product date Nov 19 and Expired date Nov 20. Thanks seller.,1
257,product quality is good & packaging system is perfect.,1
258,"nothing to say, thank daraz like every time.
delivery was  quick",1
259,Has adequate shelf life. satisfied with the quick delivery.,1
260,আলহামদুলিল্লাহ ২ দিনের  মধ্যে প্রোডাক্ট পেয়েছি। প্রডাক্টের মেয়াদও অনেক দিন বাকি আছে। নতুন প্রোডাক্ট।  দামেও অনেক কম। মাত্র ২১০ টাকা। প্রোডাক্টে কোন সমস্যা ছিল না। সবকিছুই পারফেক্ট। জাযাকাল্লাহ ,1
261,same as picture... ,1
262,"চো(র  সা(লা)রা ব্যবসা করি.স নাকি চু.রি ক.রিশ??  দেখে সুনে ইদুর এ কাটা মাল দি.স, ভিক্ষা কর,তে পা্রিশ না তো্রা্ মানুশ কে ঠ্কাস?? কেউ এই দারাজ থেকে মাল নিবেন না সা্লা্রা জোত্চোর,, আমাকে সেই ৪০ কিমি দূরে গিয়ে এটা বেক দিয়ে আসতে হবে এই গারি ভারা গুলা কে দিবে??  কেউ এই সেলার এর কাছ থেকে ওডার দিবেন না প্লিজ ঠকবেন সাবধান!  ",1
263,The best product compared among Kellogg's and Saffola. It has a creamy taste and cooking time is considerably shorter. ,1
264,"Original product.
Good product.
tasty item.
amazing thing is Home delivery is so fast that I had ordered on 9p.m night and got it next day morning !! 
Superb service 👌",1
265,"yeah,this product is really good...as per display picture.I am satisfied with this product..And the taste is really awesome.",1
266,"products 100% genuine... 
Quaker oats chara onno gula ekdom valo lagena 😘

delivery onek late krce 4 tarikh order die 12 tarikh peyechi, long time... daraz er paperfly k avoid kra ucit",1
267,"দাম টা এরকম ই রাখলে ইনশাআল্লাহ আমি প্রতি মাসেই নিবো আমার বাবার জন্য।
আসলেই এটা ভালো।। ",1
268,vlo products...ajk sesh hoice ABR order krlam insha'Allah original product pabo,1
269,"quality is fine as always 
newly manufactured 
it took 3 days to Chattogram ",1
270,"100% Authentic ar price o market price theke onek kom, thnx a lot Daraz 😊",1
271,পন্য অনেক ভালো।সেলারকে অসংখ্য ধন্যবাদ। তবে পেকেটিংটা আরো ভালো হওয়া উচিত।,1
272,মেয়াদ যথেষ্ট পরিমাণে ছিল ধন্যবাদ এরকম একটা প্রোডাক্ট দেওয়ার জন্য,1
273,thanks to Daraz and seller for orginal product at law price......,1
274,Good quality product. Delivery period is reasonable. ,1
275,এত দ্রুত!!!  কেমনে ভাই!!!  ধন্যবাদ  Daraz & bd- dex,1
276,Good packaging and expiry date is long enough,1
277,All time favorite.... thanks daraz...,1
278,"Get the product with 24 hours, because of the gift at the same price I order this item. The product is good as always. Each product has enough expired dates. With bKash 10% cashback, it is worth it.",1
279,Thanks for the food which brought a priceless smile on my deaf child. It's genuinely good with reasonable price and packed in a protected way to fight against the dangers coming by. ,1
280,original product. I am delightful about product quality,1
281,"100 a 100 
Jamon order kor c same Pai c ",1
282,"অরিজিনাল, সাথে নুডলস ফি্",1
283,আমি সব সময় দোকান থেকেই এই প্রডাক্টটি কিনতাম 340 টাকায় কিন্তু দারাজ থেকে কিনে ১০% পার্সেন্ট ক্যাশব্যাক যেমন পেয়েছি সাথে ম্যাগী নুডুলস পেয়েছি সত্যিই অবাক কান্ড। আমার অনেক টাকা সেভ হয়েছে ধন্যবাদ দারাজকে। বিকাশ পেমেন্ট ক্যাশ ব্যাক অফার টা আবার চালু করা হোক ধন্যবাদ।,1
284,"SUPER FAST delivery, Safe packaging, perfect receive. Just say awesome.❤️ ",1
285,Awesome. Product were ok with free Maggie noodles. Thanks to Daraz again,1
286,Inside aluminium packet was torn. but product was okay. i am satisfied! ,1
287,Good product. Test korlam amar baby o test korlo amar sathe ,1
288,"Both are well packed, with long date and best quality.",1
289,"এই প্যাকের সাথে নুডলস ফ্রি, বাট আমি নুডলস পাইনি কেন?",1
290,Product was ok. Original from company. Thanks Daraz,1
291,অনেক ভালো সাথে ফ্রি উপহার। মেয়াদ ও আছে  ঠিক মত। ,1
292,Good quality product. Thanks Nestle & Daraz.,1
293,Well packaged... delivered within 48 hours..,1
294,"এখনো খেয়ে দেখিনি,,, তাই রিভিউ দিতে পারছি না",1
295,দারাজ মানে বেস্ট প্রডাক্ট বেস্ট রেট এ,1
296,"Good quality product, Thankz",1
297,আমি পন্যটি পেয়েছি খুব ভালো। ,1
298,product quality was good,1
299,Just receive perfectly.,1
300,free noodles  পেলাম না!,1
301,Very much satisfactory,1
302,Item well packed. Delivered very quickly. Highlyrecommended seller. Will definitely buy again.,1
303,the free box was not in good shape. otherwise good product,1
304,সব কিছু ভালো ছিলো,1
305,Original product. Thanks daraz warehouse.,1
306,Good Product. has adequate warranty period left. Got the free pouch as well,1
307,got the original product &thnx to daraz for fast delivery.keep it up.,1
308,bought it for really low price. goit the free container too,1
309,So much yummy and quality is so much good I like it.,1
310,Hum khub valo,1
311,Delivered as promised.,1
312,well packed. ,1
313,Wellpacked. ,1
314,product quality is good enough but delivery time ! too slow i got the product after almost 15days ,1
315,প্রোডাক্ট যেদিন ডেলিভারি দেয়ার কথা ওইদিনই পেয়েছি। সব 100% কাজ করছে। ধন্যবাদ সুন্দর ভাবে সব করে দেয়ার জন্য। ,1
316,"Original n the free Jars are so good.. long date 
Tnx Daraz
Oosahdharon
Khub vlo awesome
Fatafati.. Uff.. Umaa",1
317,"In local shop it is priced BDT 265. But in Daraz, i got it for only BDT 220. Ordered in night and the delivery was in next day before afternoon. Packing was nice. Product production date is OK. Great product. Love for Quaker & Daraz Express Service.  ",1
318,Excellent Product and delivery period is reasonable. ,1
319,Good product well packaged & fast delivery,1
320,SATISFIED WITH THE PACKAGING & DELIVERY.,1
321,গুড সার্ভিস।কৌটাটি অনেক সুন্দর হয়েছে।,1
322,Product and Packaging both are great.l am satisfied.👍,1
323,অনেক ভাল জিনিস। মুচমুচে।নিতেপারেন। ঝিনাইদহ  থেকে।,1
324,Khub e dorkar chilo product tar. Sob kichu thikthak. Jodio coronar jonno delivery derite holo. But er majheo office khule delivery r jonno Many thanks to Daraz. ,1
325," Khub valo vabe, taratari peyesi.Thanks daraj",1
326,Good product and good seller.,1
327,nothing to say about nesle,1
328,onek testy.,1
329,পন্য ভালো। প্যাকেট গায়ে মূল্য 360 টাকা কিন্তু দারাজ মূল্য নিয়েছে 372 টাকা। এটা অনৈতিক ,1
330,💜,1
331,Original intact product from Kellogs...Strawberry flavour is very good to taste. Expiry date is enough until April 2021 and got cheaper then market with Daraz voucher and credit card discount,1
332,strawberry flavour. taste ta aktu different.,1
333,got it😍,1
334,Very tasty! Going to buy it again.,1
335,"you can buy, good product",1
336,Thx Daraz ,1
337,সেলার খুব ভালো। ম্যাথ পর্যাপ্ত ছিল। কন্টেনের ফ্রী দিয়েছে। সবাই নিতে পারেন। ,1
338,সুন্দর প্যাকেজিং।ধন্যবাদ সেলার কে ভালো কিছু দেবার জন্য,1
339,"Alhumdulillah, everything was quite good. Thanks Daraz Team & also the seller",1
340,। প্রোডাক্ট কোয়ালিটি খুবই ভাল,1
341,i don't fined  any container inside the box,1
342,Didn't get the free container this is annoying ,0
343,প্রোডাক্ট কোয়ালিটি খুবই ভাল,1
344,"প্যাকিং করাটা খুব খারাপ ছিল।  আর ফ্রী টিনের কন্টিনার নেই। ওইটা সম্ভবত সেলার চুরি করে রেখে দিয়েছে। এতো বড় মাপের একটা নেসলে কম্পানি সেখানেও দালালি, আরে ভাই আপনারা ফ্রী জিনিস দিবেন না, বেশ ভাল কথা, তাহলে এড দিয়ে রাখছেন কেন? সেলার ভাইয়ের উদ্দেশ্য বলছি যদি ভদ্রলোক হয়ে থাকেন, তাহলে আমার ফ্রী কন্টিনার টা পাঠিয়ে দিবেন। ভবিষ্যতে আর এরকম ভুল করবেন না। আর বাকবাকি সবকিছু ঠিকঠাক আছে।",1
345,"সবকিছু ঠিকঠাক ছিল
ডেলেভারী যথাসময়ে পেয়েছি
ধন্যবাদ দারাজকে।",1
346,No doubt about product quality. It's Amazing. ,1
347,free container deyn nai.....packaging  ekdom faltu...,0
348,free jar not given. please send the fee jar.,0
349,Didn't get the free container! Cheater!!,0
350,Good  products ,1
351,"tnx a lot daraz❣️
good product 
by Muinuddin Gaus!tnx a lot daraz❣️
good product 
by Muinuddin Gaus!",1
352,"packaging was too bad
not recommended ",0
353,date over product deya hoiche. so nothing to say?,1
354,"the product was so great and the delivery was fast.
so,i am so happy. thanks daraz",1
355,They've sent me the product that's going to be expired too soon & there were unlimited ants inside. I don't recommend to buy this product from here. ,0
356,অনেক ভালো।আমার ছেলে খুবই পছন্দ করেছে,1
357,good product but so much sweet..,1
358,Received in good condition 👍👍👍,1
359,good and in time.,1
360,my kids love it.,1
361,Good product. Original. Has enough expiry date left,1
362,"ভালো অফার ছিল। ৪৯৯টাকায় কিনেছি। ট্রান্সকম ডিস্ট্রিবিউশনের প্রোডাক্ট। ওভার অল, ভালোই।",1
363,💯 % Original and has enough expair date👍🏼,1
364,thanks for quick delivery ,1
365,So good n original n quick delivery 👍🏼👍🏼👍🏼,1
366,So good n original 💯,1
367,Original n enough date has👍🏼,1
368,Original n best👍🏼👍🏼,1
